Classify_Row1_NumObjectsPerBin,Classify_Row1_PctObjectsPerBin,Classify_Row2_NumObjectsPerBin,Classify_Row2_PctObjectsPerBin,Classify_Row3_NumObjectsPerBin,Classify_Row3_PctObjectsPerBin,Classify_Row4_NumObjectsPerBin,Classify_Row4_PctObjectsPerBin,Classify_Row5_NumObjectsPerBin,Classify_Row5_PctObjectsPerBin,Classify_Row6_NumObjectsPerBin,Classify_Row6_PctObjectsPerBin,FileName_original,Height_original,ImageNumber,PathName_FinalObjectNumbers,PathName_original,Threshold_FinalThreshold_Prespots,Threshold_OrigThreshold_Prespots,Threshold_SumOfEntropies_Prespots,Threshold_WeightedVariance_Prespots,Width_original
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 10 mM Magnesium Day 2_top_left.tif,1266,11,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345158761959182,0.0,1266
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 10 mM Magnesium Day 2_top_right.tif,1248,12,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345576206472353,0.0,1287
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 2 mM Magnesium Day 2_top_left.tif,1287,13,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345298295571985,0.0,1272
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 2 mM Magnesium Day 2_top_right.tif,1230,14,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3452875065162475,0.0,1233
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 2.5 mM Manganese Day 2_top_left.tif,1269,15,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345665625890964,0.0,1248
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 2.5 mM Manganese Day 2_top_right.tif,1254,16,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3448280124010505,0.0,1320
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 3 mM Manganese Day 2_top_left.tif,1272,17,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345232490706261,0.0,1236
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 3 mM Manganese Day 2_top_right.tif,1281,18,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345502867806239,0.0,1227
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 5 mM Magnesium Day 2_top_left.tif,1275,19,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3454918987202,0.0,1293
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 5 mM Magnesium Day 2_top_right.tif,1263,20,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345071250233373,0.0,1257
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 5 mM Zinc Day 2_top_left.tif,1275,21,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345009476848944,0.0,1248
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 5 mM Zinc Day 2_top_right.tif,1260,22,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345565959788491,0.0,1248
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 7.5 mM Zinc Day 2_top_left.tif,1272,23,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345464769203954,0.0,1287
6,17.142857142857142,6,17.142857142857142,6,17.142857142857142,6,17.142857142857142,6,17.142857142857142,5,14.285714285714286,7-05-2020 Plates 1-2 7.5 mM Zinc Day 2_top_right.tif,1266,24,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3452888132019964,0.0,1257
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 leu- Day 2_top_left.tif,1257,25,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3566073550726045,0.0,1290
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 leu- Day 2_top_right.tif,1260,26,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345476706061645,0.0,1260
